0.000000000000000000e+00,8.344202781068295494e+00,8.344202781068295494e+00,1.180048474017808147e+01,8.344202781068295494e+00,1.474028426923182522e+01,1.474028426923182522e+01,1.596522618352848966e+01,8.344202781068295494e+00,1.474028426923182522e+01,1.474028426923182522e+01,1.596522618352848966e+01,1.180048474017808147e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01
8.344202781068295494e+00,0.000000000000000000e+00,1.180048474017808147e+01,8.344202781068295494e+00,1.180048474017808147e+01,1.350789103864734741e+01,1.587730582824293712e+01,1.596522618352848966e+01,1.180048474017808147e+01,1.350789103864734741e+01,1.587730582824293712e+01,1.596522618352848966e+01,1.445258316546781252e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01
8.344202781068295494e+00,1.180048474017808147e+01,0.000000000000000000e+00,8.344202781068295494e+00,1.180048474017808147e+01,1.587730582824293712e+01,1.350789103864734741e+01,1.596522618352848966e+01,1.180048474017808147e+01,1.587730582824293712e+01,1.350789103864734741e+01,1.596522618352848966e+01,1.445258316546781252e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01
1.180048474017808147e+01,8.344202781068295494e+00,8.344202781068295494e+00,0.000000000000000000e+00,1.445258316546781252e+01,1.474028426923182522e+01,1.474028426923182522e+01,1.596522618352848966e+01,1.445258316546781252e+01,1.474028426923182522e+01,1.474028426923182522e+01,1.596522618352848966e+01,1.668840556213659099e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01
8.344202781068295494e+00,1.180048474017808147e+01,1.180048474017808147e+01,1.445258316546781252e+01,0.000000000000000000e+00,1.350789103864734741e+01,1.350789103864734741e+01,1.596522618352848966e+01,1.180048474017808147e+01,1.587730582824293712e+01,1.587730582824293712e+01,1.596522618352848966e+01,8.344202781068295494e+00,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01
1.474028426923182522e+01,1.350789103864734741e+01,1.587730582824293712e+01,1.474028426923182522e+01,1.350789103864734741e+01,0.000000000000000000e+00,1.596522618352848966e+01,1.350789103864734741e+01,1.587730582824293712e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.474028426923182522e+01,1.474028426923182522e+01,1.350789103864734741e+01,1.474028426923182522e+01,1.474028426923182522e+01
1.474028426923182522e+01,1.587730582824293712e+01,1.350789103864734741e+01,1.474028426923182522e+01,1.350789103864734741e+01,1.596522618352848966e+01,0.000000000000000000e+00,1.350789103864734564e+01,1.587730582824293712e+01,1.668840556213659099e+01,1.596522618352848966e+01,1.587730582824293712e+01,1.474028426923182522e+01,1.587730582824293712e+01,1.350789103864734741e+01,1.587730582824293712e+01
1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.350789103864734741e+01,1.350789103864734564e+01,0.000000000000000000e+00,1.596522618352848966e+01,1.587730582824293712e+01,1.474028426923182522e+01,1.596522618352848966e+01,1.596522618352848966e+01,1.180048474017807791e+01,1.596522618352848966e+01,1.596522618352848966e+01
8.344202781068295494e+00,1.180048474017808147e+01,1.180048474017808147e+01,1.445258316546781252e+01,1.180048474017808147e+01,1.587730582824293712e+01,1.587730582824293712e+01,1.596522618352848966e+01,0.000000000000000000e+00,1.350789103864734741e+01,1.350789103864734741e+01,1.596522618352848966e+01,8.344202781068295494e+00,1.596522618352848966e+01,1.596522618352848966e+01,1.596522618352848966e+01
1.474028426923182522e+01,1.350789103864734741e+01,1.587730582824293712e+01,1.474028426923182522e+01,1.587730582824293712e+01,1.596522618352848966e+01,1.668840556213659099e+01,1.587730582824293712e+01,1.350789103864734741e+01,0.000000000000000000e+00,1.596522618352848966e+01,1.350789103864734741e+01,1.474028426923182522e+01,1.350789103864734564e+01,1.587730582824293712e+01,1.587730582824293712e+01
