6.553333333333333233e-02,2.556666666666666810e-02,2.656666666666666551e-02,1.499999999999999944e-02,2.553333333333333496e-02,3.899999999999999821e-03,4.366666666666666266e-03,2.633333333333333446e-03,2.436666666666666495e-02,4.033333333333333215e-03,3.766666666666666861e-03,2.899999999999999800e-03,1.493333333333333318e-02,2.099999999999999870e-03,2.266666666666666829e-03,2.666666666666666578e-03
2.556666666666666810e-02,6.146666666666666945e-02,1.450000000000000074e-02,2.409999999999999989e-02,1.353333333333333298e-02,4.000000000000000083e-03,3.166666666666666588e-03,2.799999999999999972e-03,1.420000000000000082e-02,3.633333333333333467e-03,2.933333333333333365e-03,2.433333333333333355e-03,7.633333333333333116e-03,2.466666666666666487e-03,2.000000000000000042e-03,2.133333333333333436e-03
2.656666666666666551e-02,1.450000000000000074e-02,6.343333333333332769e-02,2.426666666666666555e-02,1.483333333333333379e-02,2.733333333333333275e-03,4.633333333333333054e-03,2.500000000000000052e-03,1.400000000000000029e-02,2.899999999999999800e-03,4.166666666666666609e-03,2.933333333333333365e-03,8.899999999999999925e-03,1.533333333333333380e-03,2.500000000000000052e-03,2.466666666666666487e-03
1.499999999999999944e-02,2.409999999999999989e-02,2.426666666666666555e-02,6.243333333333333374e-02,8.033333333333333298e-03,4.000000000000000083e-03,3.899999999999999821e-03,2.033333333333333173e-03,8.099999999999999561e-03,3.599999999999999901e-03,3.433333333333333376e-03,2.500000000000000052e-03,4.300000000000000003e-03,2.533333333333333184e-03,2.399999999999999790e-03,1.966666666666666476e-03
2.553333333333333496e-02,1.353333333333333298e-02,1.483333333333333379e-02,8.033333333333333298e-03,6.313333333333333297e-02,3.866666666666666689e-03,4.333333333333333134e-03,3.033333333333333194e-03,1.396666666666666716e-02,3.200000000000000153e-03,2.733333333333333275e-03,2.066666666666666739e-03,2.473333333333333287e-02,2.599999999999999881e-03,2.166666666666666567e-03,2.466666666666666487e-03
3.899999999999999821e-03,4.000000000000000083e-03,2.733333333333333275e-03,4.000000000000000083e-03,3.866666666666666689e-03,6.370000000000000662e-02,2.366666666666666658e-03,4.366666666666666266e-03,2.933333333333333365e-03,2.733333333333333275e-03,2.099999999999999870e-03,4.100000000000000346e-03,3.433333333333333376e-03,4.033333333333333215e-03,4.066666666666666347e-03,3.899999999999999821e-03
4.366666666666666266e-03,3.166666666666666588e-03,4.633333333333333054e-03,3.899999999999999821e-03,4.333333333333333134e-03,2.366666666666666658e-03,6.416666666666666352e-02,5.133333333333333498e-03,3.200000000000000153e-03,4.000000000000000083e-03,2.466666666666666487e-03,3.099999999999999891e-03,4.266666666666666871e-03,3.266666666666666850e-03,4.366666666666666266e-03,3.000000000000000062e-03
2.633333333333333446e-03,2.799999999999999972e-03,2.500000000000000052e-03,2.033333333333333173e-03,3.033333333333333194e-03,4.366666666666666266e-03,5.133333333333333498e-03,6.140000000000000319e-02,1.733333333333333254e-03,3.399999999999999811e-03,3.500000000000000073e-03,2.033333333333333173e-03,2.366666666666666658e-03,1.456666666666666700e-02,2.099999999999999870e-03,1.966666666666666476e-03
2.436666666666666495e-02,1.420000000000000082e-02,1.400000000000000029e-02,8.099999999999999561e-03,1.396666666666666716e-02,2.933333333333333365e-03,3.200000000000000153e-03,1.733333333333333254e-03,6.163333333333333164e-02,4.000000000000000083e-03,3.666666666666666598e-03,2.633333333333333446e-03,2.393333333333333424e-02,2.166666666666666567e-03,2.000000000000000042e-03,2.166666666666666567e-03
4.033333333333333215e-03,3.633333333333333467e-03,2.899999999999999800e-03,3.599999999999999901e-03,3.200000000000000153e-03,2.733333333333333275e-03,4.000000000000000083e-03,3.399999999999999811e-03,4.000000000000000083e-03,6.243333333333333374e-02,1.866666666666666648e-03,3.799999999999999992e-03,3.766666666666666861e-03,4.300000000000000003e-03,2.533333333333333184e-03,2.733333333333333275e-03
