Percent,False Positives,Constraints
0.0,1.0,0.0
0.0009920731776004552,1.0,64.0
0.0010540777512004836,1.0,64.0
0.0010850800380004977,1.0,64.0
0.0011005811814005049,1.0,64.0
0.0011083317531005083,1.0,64.0
0.0011122070389505102,1.0,64.0
0.001114144681875511,1.0,64.0
0.0011151135033380115,1.0,64.0
0.0011155979140692618,1.0,64.0
0.0011158401194348868,1.0,64.0
0.0011159612221176994,1.0,64.0
0.0011160217734591058,1.0,64.0
0.001116082324800512,0.0,128.0
0.0012400914720005689,0.0,192.0
0.0014881097664006828,0.0,320.0
0.0019841463552009104,0.0,384.0
