Percentage of Constraints,Percentage of False Positives
0.0,1.0
0.01,1.0
0.02,1.0
0.0225,1.0
0.02375,1.0
0.0237890625,1.0
0.023828125,0.0
0.02390625,0.0
0.0240625,0.0
0.024375,0.0
0.025,0.0
0.030000000000000002,0.0
0.05,0.0
