Percent,False Positives,Constraints
0.0,1.0,0.0
0.00496038030833006,1.0,64.0
0.005580427846871317,1.0,64.0
0.005890451616141946,1.0,64.0
0.005929204587300774,1.0,64.0
0.005948581072880189,1.0,64.0
0.005951003133577616,1.0,64.0
0.00595221416392633,1.0,64.0
0.0059525169215135084,0.0,128.0
0.005952819679100687,0.0,128.0
0.005953425194275043,0.0,128.0
0.005958269315669897,0.0,128.0
0.0059679575584596035,0.0,128.0
0.006045463500777261,0.0,128.0
0.006200475385412575,0.0,128.0
0.00744057046249509,0.0,192.0
0.00992076061666012,0.0,384.0
