Percentage of Constraints,Percentage of False Positives
0.0,1.0
0.00625,1.0
0.009375000000000001,1.0
0.009765625000000002,1.0
0.010156250000000002,0.0
0.010937500000000001,0.0
0.0125,0.0
0.025,0.0
0.05,0.0
