Percentage of Constraints,Percentage of False Positives
0.0,1.0
0.0015625,1.0
0.001953125,1.0
0.0023437500000000003,0.0
0.003125,0.0
0.00625,0.0
0.0125,0.0
0.025,0.0
0.05,0.0
