Percentage of Constraints,Percentage of False Positives
0.0,1.0
0.01,1.0
0.015,1.0
0.015625,1.0
0.0159375,0.0
0.01625,0.0
0.0175,0.0
0.02,0.0
0.030000000000000002,0.0
0.05,0.0
