Percent,False Positives,Constraints
0.0,1.0,0.0
0.01,1.0,0.0
0.0169049072265625,1.0,64.0
0.02035736083984375,1.0,64.0
0.022083587646484375,1.0,64.0
0.022946701049804688,1.0,64.0
0.023378257751464845,1.0,64.0
0.02359403610229492,1.0,64.0
0.02370192527770996,1.0,64.0
0.02375586986541748,1.0,64.0
0.02378284215927124,1.0,64.0
0.02379632830619812,1.0,64.0
0.02380307137966156,1.0,64.0
0.02380644291639328,1.0,64.0
0.023808128684759143,1.0,64.0
0.023808971568942072,1.0,64.0
0.023809393011033537,1.0,64.0
0.023809814453125,0.0,128.0
