([1.2910226583480835, 0.0, -0.054554928094148636, 0.0, 0.0, 1.5302528142929077, 0.10199475288391113, 0.0, 0.0, 0.0, -0.00023123258142732084, 0.0, 0.0, 0.0, 0.0, 0.0], -0.11813511699438095)
([-2.2415223121643066, 0.0, -1.6299874782562256, 0.0, 0.11237942427396774, 0.0, 0.0, 0.0, 0.0, -0.9477188587188721, -0.1025489941239357, 0.0, 0.0, 0.0, 0.0, 0.0], -1.948134422302246)
([0.0, 0.0, 1.0904359817504883, -0.47152015566825867, 0.0, 0.0, 1.0165709257125854, -0.8259887099266052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3502826690673828], -0.2025267332792282)
([0.0, 1.905329704284668, 0.0, 0.0, 0.0, 0.0, 0.6787886023521423, 0.0, 1.5957021713256836, 0.0, 0.0, 0.0, -1.834216594696045, 0.0, 0.0, 0.28156450390815735], 0.10965020954608917)
([0.0, 0.0, 0.0, 0.0, 0.0, 2.0923707485198975, 0.18247643113136292, 0.0, 0.0, 0.0, -0.24143189191818237, 0.0, 0.0, 0.0, 0.10255824774503708, 0.12140064686536789], -0.4987007677555084)
([0.22935107350349426, 0.0, 0.0, 0.23602613806724548, 0.5771246552467346, 0.0, 0.0, -0.6229013204574585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9949938058853149], 0.0021954819094389677)
([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.31472328305244446, 0.6439542174339294, 0.9927131533622742, -0.021740006282925606, 0.0, -0.09302939474582672, 0.0], 0.8236198425292969)
([0.0, -0.8787063956260681, 0.5161496996879578, -0.12470641732215881, -1.080080270767212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.31453558802604675], 1.0086454153060913)
([0.0, 0.0, 0.05452033877372742, -0.631759762763977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7958826422691345, 0.4218800961971283, -2.674173355102539, 0.0], -0.6116681098937988)
([0.0, 0.977201521396637, 1.3927537202835083, 0.0, 0.0, -0.5260784029960632, 0.0, 0.4300374388694763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9650980830192566], -0.09783844649791718)
