Percentage of Constraints,Percentage of False Positives
0.01,1.0
0.028999999999999998,1.0
0.048,1.0
0.067,1.0
0.086,1.0
0.105,0.0
0.12400000000000001,0.0
0.14300000000000002,0.0
0.162,0.0
0.181,0.0
