Percent,False Positives,Constraints
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.01
6.0,0.0
7.0,0.05
8.0,0.14
9.0,0.25
10.0,0.38
