Percent,False Positives,Constraints
0.0,0.0,128.0
1.0,0.0,128.0
2.0,0.0,128.0
3.0,0.0,128.0
4.0,0.0,128.0
5.0,0.0,128.0
6.0,0.005,128.0
7.0,0.015,128.0
8.0,0.0275,128.0
9.0,0.0475,128.0
10.0,0.1175,128.0
