Percentage of Constraints,Percentage of False Positives
0.0,1.0
0.003125,1.0
0.003515625,0.0
0.00390625,0.0
0.004687500000000001,0.0
0.00625,0.0
0.0125,0.0
0.025,0.0
0.05,0.0
