Percentage of Constraints,Percentage of False Positives
0.0936,1.0
0.09364,1.0
0.09368,1.0
0.09372,1.0
0.09376,0.0
0.0938,0.0
0.09384,0.0
0.09388,0.0
0.09392,0.0
0.09396,0.0
