Percentage of Constraints,Percentage of False Positives
0.08,1.0
0.082,1.0
0.084,1.0
0.08600000000000001,1.0
0.08800000000000001,1.0
0.09,1.0
0.092,1.0
0.094,0.0
0.096,0.0
0.098,0.0
