Percent,False Positives,Constraints
0.0,0.0,256.0
1.0,0.0,256.0
2.0,0.0,256.0
3.0,0.0025,256.0
4.0,0.0075,256.0
5.0,0.0075,256.0
6.0,0.04,256.0
7.0,0.0775,256.0
8.0,0.15,256.0
9.0,0.255,256.0
10.0,0.365,256.0
