Percent,False Positives,Constraints
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.02
4.0,0.13
5.0,0.19
6.0,0.41
7.0,0.65
8.0,0.73
9.0,0.86
10.0,0.93
