Percentage of Constraints,Percentage of False Positives
0.01,1.0
0.039,0.0
0.06799999999999999,0.0
0.09699999999999999,0.0
0.126,0.0
0.155,0.0
0.184,0.0
0.213,0.0
0.242,0.0
0.271,0.0
