Percentage of Constraints,Percentage of False Positives
0.01,1.0
0.014,1.0
0.018000000000000002,1.0
0.022,1.0
0.026000000000000002,0.0
0.03,0.0
0.034,0.0
0.038000000000000006,0.0
0.042,0.0
0.046,0.0
