Percentage of Constraints,Percentage of False Positives
0.01,1.0
0.0138,1.0
0.0176,1.0
0.021400000000000002,1.0
0.0252,1.0
0.028999999999999998,0.0
0.0328,0.0
0.0366,0.0
0.0404,0.0
0.0442,0.0
0.048,0.0
0.0518,0.0
0.055600000000000004,0.0
0.05940000000000001,0.0
0.0632,0.0
0.067,0.0
0.0708,0.0
0.0746,0.0
0.0784,0.0
0.0822,0.0
0.086,0.0
0.0898,0.0
